employee_id,hire_date,exit_date,exit_type,exit_reason,country,site,department,job_level,gender,age,contract_type,work_model,fte,base_salary_eur,salary_band_mid_eur,compa_ratio,tenure_months,months_since_promotion,performance_rating,engagement_score
E02002,2024-12-04,,,,PL,Krakow,Sales,L1,F,30,Permanent,Hybrid,1.0,22000,22000,1.0,18,6,4,87
E02003,2023-07-08,,,,IT,Milan,HR,L5,M,24,Fixed-term,Hybrid,1.0,81500,75400,1.081,35,35,3,61
E02004,2021-06-10,,,,ES,Barcelona,Operations,L3,F,38,Permanent,Hybrid,1.0,41800,38000,1.1,60,60,3,58
E02005,2025-01-01,,,,PL,Krakow,Finance,L3,M,29,Fixed-term,Onsite,1.0,31800,37000,0.859,17,9,4,52
E02006,2026-06-10,,,,IT,Milan,Operations,L1,M,37,Permanent,Hybrid,0.8,18050,24700,0.731,0,0,3,56
E02007,2025-12-09,,,,PL,Krakow,Sales,L3,F,38,Permanent,Hybrid,1.0,30100,35300,0.853,6,6,3,58
E02008,2026-01-21,,,,PL,Krakow,Customer Service,L4,F,22,Permanent,Onsite,1.0,33900,39700,0.854,5,5,2,47
E02009,2025-03-26,,,,PL,Krakow,Sales,L3,F,22,Permanent,Onsite,1.0,37000,35300,1.048,15,15,2,66
E02010,2024-03-16,,,,PL,Krakow,HR,L5,M,43,Permanent,Onsite,1.0,64300,60900,1.056,27,27,3,68
E02011,2024-04-11,,,,ES,Barcelona,Finance,L6,M,26,Fixed-term,Hybrid,1.0,105300,110000,0.957,26,7,4,86
E02012,2023-11-18,,,,IT,Milan,Customer Service,L4,M,30,Permanent,Onsite,1.0,49600,49100,1.01,31,15,4,84
E02013,2021-06-18,,,,PL,Krakow,Operations,L2,F,42,Permanent,Hybrid,1.0,24250,24900,0.974,60,60,3,63
E02014,2023-08-07,,,,ES,Barcelona,HR,L1,F,32,Permanent,Hybrid,1.0,25250,25000,1.01,34,22,2,89
E02015,2012-07-26,,,,IT,Milan,Finance,L4,F,47,Permanent,Hybrid,1.0,57450,60100,0.956,167,167,3,65
E02016,2021-11-18,,,,DE,Munich,Operations,L2,F,36,Permanent,Hybrid,1.0,45300,45100,1.004,55,6,4,81
E02017,2019-02-05,,,,IT,Milan,Sales,L1,F,39,Permanent,Hybrid,0.8,30700,27300,1.125,88,88,2,62
E02018,2019-06-22,,,,IT,Milan,HR,L1,M,23,Fixed-term,Onsite,1.0,26550,26000,1.021,84,13,3,65
E02019,2021-01-05,,,,DE,Munich,Customer Service,L3,F,33,Permanent,Onsite,1.0,57350,54700,1.048,65,21,3,61
E02020,2013-01-31,2026-02-21,Voluntary,Better external offer,PL,Krakow,Operations,L2,F,47,Fixed-term,Hybrid,1.0,22650,24900,0.91,157,157,3,56
E02021,2025-10-22,,,,IT,Milan,Customer Service,L3,M,26,Permanent,Onsite,1.0,35450,37400,0.948,8,8,3,71
E02022,2025-01-26,2026-02-14,Involuntary,Performance,PL,Krakow,Customer Service,L3,M,35,Permanent,Onsite,1.0,26150,30200,0.866,13,4,3,49
E02023,2025-06-11,2026-06-20,Voluntary,Personal reasons,PL,Krakow,Customer Service,L2,F,29,Permanent,Hybrid,1.0,23050,23600,0.977,12,12,5,60
E02024,2023-04-26,,,,DE,Munich,Tech,L3,M,32,Permanent,Onsite,1.0,75100,76000,0.988,38,38,4,49
E02025,2021-12-17,,,,PL,Krakow,Sales,L2,F,28,Permanent,Onsite,1.0,29100,27600,1.054,54,6,4,62
E02026,2025-06-22,,,,DE,Munich,Sales,L2,F,25,Permanent,Onsite,1.0,54050,49900,1.083,12,12,3,73
E02027,2024-05-15,,,,PL,Krakow,Customer Service,L3,M,39,Permanent,Hybrid,1.0,30500,30200,1.01,25,20,4,64
E02028,2024-03-13,,,,ES,Barcelona,Customer Service,L3,M,25,Permanent,Hybrid,1.0,39350,36000,1.093,27,27,3,73
E02029,2026-05-27,,,,PL,Krakow,Operations,L1,M,31,Permanent,Hybrid,1.0,15050,20000,0.752,1,1,3,51
E02030,2012-07-13,2025-10-23,Voluntary,Compensation,PL,Krakow,Sales,L1,M,50,Fixed-term,Onsite,1.0,20850,22000,0.948,159,159,3,53
E02031,2023-05-26,,,,DE,Munich,Operations,L6,F,42,Permanent,Hybrid,0.8,152750,144400,1.058,37,37,1,64
E02032,2020-09-30,,,,IT,Milan,Customer Service,L1,F,39,Permanent,Remote,1.0,24750,23400,1.058,69,69,3,53
E02033,2024-12-24,,,,ES,Barcelona,Sales,L3,M,36,Permanent,Onsite,1.0,36600,42000,0.871,18,18,2,52
E02034,2025-01-20,2026-05-04,Voluntary,Work-life balance,IT,Milan,Customer Service,L1,M,32,Fixed-term,Onsite,1.0,26400,23400,1.128,16,16,5,67
E02035,2022-08-25,,,,PL,Krakow,Finance,L1,F,23,Permanent,Onsite,1.0,22250,23100,0.963,46,13,4,83
E02036,2022-08-25,,,,PL,Krakow,Operations,L4,F,33,Fixed-term,Hybrid,1.0,40800,41900,0.974,46,46,4,77
E02037,2025-01-05,,,,DE,Munich,Operations,L1,F,29,Fixed-term,Onsite,0.8,35700,36100,0.989,17,8,3,60
E02038,2024-03-09,,,,PL,Krakow,Operations,L2,M,31,Permanent,Remote,1.0,25100,24900,1.008,27,27,3,62
E02039,2021-11-20,,,,PL,Krakow,Operations,L1,F,29,Fixed-term,Hybrid,1.0,18400,20000,0.92,55,55,5,64
E02040,2022-08-12,,,,IT,Milan,Operations,L3,F,22,Permanent,Remote,1.0,41400,39500,1.048,46,46,4,68
E02041,2025-01-14,,,,PL,Krakow,Finance,L1,M,36,Permanent,Hybrid,1.0,21750,23100,0.942,17,10,3,70
E02042,2021-10-19,,,,DE,Munich,Operations,L6,M,40,Permanent,Remote,1.0,150550,144400,1.043,56,10,2,59
E02043,2025-03-01,,,,IT,Milan,Finance,L1,F,39,Fixed-term,Hybrid,1.0,28000,28600,0.979,15,7,4,73
E02044,2023-11-06,,,,PL,Krakow,Sales,L1,F,35,Permanent,Hybrid,1.0,25150,22000,1.143,31,31,3,61
E02045,2026-05-27,,,,ES,Barcelona,Operations,L2,F,31,Fixed-term,Hybrid,1.0,28650,29700,0.965,1,1,3,66
E02046,2026-03-16,,,,IT,Milan,Tech,L4,F,30,Permanent,Onsite,1.0,63050,68200,0.924,3,3,3,58
E02047,2025-06-19,,,,IT,Milan,Finance,L1,F,27,Permanent,Hybrid,1.0,27450,28600,0.96,12,12,5,80
E02048,2022-02-21,,,,IT,Milan,Tech,L2,M,23,Fixed-term,Onsite,1.0,41450,40600,1.021,52,12,3,62
E02049,2023-10-17,2025-09-21,Voluntary,Compensation,PL,Krakow,Customer Service,L2,F,48,Permanent,Onsite,1.0,20900,23600,0.886,23,23,3,38
E02050,2025-01-08,,,,IT,Milan,Customer Service,L2,F,28,Permanent,Hybrid,1.0,25900,29200,0.887,17,11,3,49
E02051,2023-05-10,,,,DE,Munich,Operations,L2,F,36,Permanent,Hybrid,1.0,44850,45100,0.994,37,25,4,67
E02052,2022-10-21,,,,PL,Krakow,Operations,L2,M,33,Permanent,Remote,1.0,27700,24900,1.112,44,44,2,62
E02053,2018-08-31,,,,IT,Milan,Sales,L1,F,45,Permanent,Hybrid,1.0,23750,27300,0.87,94,94,2,38
E02054,2025-11-21,2025-12-10,Voluntary,Manager / leadership,DE,Munich,Finance,L3,F,20,Fixed-term,Remote,1.0,66000,66900,0.987,1,1,3,71
E02055,2015-12-18,,,,PL,Krakow,Operations,L3,M,43,Permanent,Hybrid,1.0,31600,31900,0.991,126,6,4,63
E02056,2024-09-02,,,,DE,Munich,Customer Service,L2,F,27,Permanent,Onsite,1.0,39550,42800,0.924,21,21,4,81
E02057,2023-09-14,,,,IT,Milan,HR,L2,M,40,Fixed-term,Hybrid,1.0,38550,32500,1.186,33,33,2,56
E02058,2020-01-24,,,,PL,Krakow,Customer Service,L2,F,41,Permanent,Onsite,1.0,22400,23600,0.949,77,77,2,52
E02059,2025-05-07,2025-07-09,Involuntary,Conduct,ES,Barcelona,Customer Service,L2,F,34,Fixed-term,Hybrid,1.0,23550,28100,0.838,2,2,3,49
E02060,2023-06-25,,,,DE,Munich,Tech,L1,M,28,Permanent,Hybrid,1.0,48650,47500,1.024,36,5,3,71
E02061,2025-09-04,,,,PL,Krakow,Operations,L1,M,34,Fixed-term,Onsite,1.0,19250,20000,0.963,9,9,2,57
E02062,2021-07-23,2026-04-27,Involuntary,Restructuring,PL,Krakow,Customer Service,L1,M,31,Permanent,Onsite,1.0,19650,18900,1.04,57,57,3,50
E02063,2022-10-06,,,,ES,Barcelona,HR,L3,F,33,Permanent,Onsite,1.0,39300,40000,0.983,44,4,3,68
E02064,2023-06-09,,,,IT,Milan,Tech,L3,M,36,Permanent,Remote,1.0,54900,52000,1.056,36,17,2,62
E02065,2023-01-08,,,,IT,Milan,Customer Service,L2,F,27,Permanent,Hybrid,1.0,28650,29200,0.981,41,41,4,60
E02066,2024-12-12,,,,IT,Milan,Operations,L3,M,39,Permanent,Onsite,1.0,36450,39500,0.923,18,11,4,75
E02067,2026-03-03,,,,IT,Milan,Customer Service,L4,M,33,Fixed-term,Onsite,1.0,49550,49100,1.009,3,3,4,55
E02068,2026-02-11,,,,IT,Milan,Operations,L3,M,29,Permanent,Remote,1.0,32550,39500,0.824,4,4,3,51
E02069,2025-02-19,,,,IT,Milan,Customer Service,L2,F,32,Permanent,Onsite,1.0,29650,29200,1.015,16,11,4,73
E02070,2018-11-15,,,,ES,Barcelona,Customer Service,L2,M,46,Permanent,Onsite,1.0,28750,28100,1.023,91,14,3,64
E02071,2025-03-21,,,,PL,Krakow,Finance,L2,M,29,Fixed-term,Onsite,1.0,28800,28900,0.997,15,11,3,67
E02072,2024-03-03,,,,DE,Munich,HR,L2,F,40,Permanent,Hybrid,1.0,48050,47500,1.012,27,21,3,63
E02073,2022-01-09,,,,IT,Milan,Finance,L1,M,27,Permanent,Remote,1.0,25550,28600,0.893,53,33,4,48
E02074,2023-07-10,,,,PL,Krakow,Customer Service,L3,M,36,Permanent,Hybrid,1.0,33500,30200,1.109,35,35,3,83
E02075,2024-12-05,,,,PL,Krakow,HR,L1,F,47,Permanent,Onsite,1.0,22050,21000,1.05,18,18,4,62
E02076,2022-08-11,2026-01-26,Voluntary,Compensation,PL,Krakow,Finance,L1,F,26,Permanent,Onsite,1.0,23150,23100,1.002,41,11,3,70
E02077,2024-12-15,,,,IT,Milan,Operations,L2,F,29,Permanent,Hybrid,0.8,27150,30900,0.879,18,16,2,55
E02078,2025-08-02,,,,DE,Munich,Customer Service,L2,F,20,Fixed-term,Onsite,1.0,44000,42800,1.028,10,10,2,73
E02079,2025-07-23,,,,PL,Krakow,Tech,L2,M,37,Permanent,Hybrid,1.0,31000,32800,0.945,11,11,2,56
E02080,2012-07-11,,,,IT,Milan,Operations,L3,M,55,Permanent,Remote,1.0,35200,39500,0.891,167,14,3,39
E02081,2022-08-24,,,,PL,Krakow,HR,L3,F,36,Permanent,Hybrid,1.0,30950,33600,0.921,46,46,4,69
E02082,2015-10-09,,,,IT,Milan,Customer Service,L5,F,45,Permanent,Hybrid,1.0,65050,67900,0.958,128,128,3,55
E02083,2025-12-23,,,,ES,Barcelona,Tech,L3,M,48,Permanent,Onsite,1.0,46850,50000,0.937,6,6,3,60
E02084,2024-05-05,,,,PL,Krakow,Customer Service,L4,F,33,Permanent,Hybrid,1.0,40050,39700,1.009,25,25,3,54
E02085,2024-04-11,,,,PL,Krakow,Operations,L4,F,43,Fixed-term,Hybrid,1.0,41450,41900,0.989,26,26,3,74
E02086,2017-12-30,,,,DE,Munich,Operations,L3,F,48,Permanent,Hybrid,1.0,54300,57800,0.939,102,28,4,59
E02087,2022-12-20,2025-08-09,Voluntary,Compensation,ES,Barcelona,Customer Service,L1,F,49,Fixed-term,Hybrid,1.0,25200,22500,1.12,32,32,3,52
E02088,2025-11-15,2026-05-11,Voluntary,Relocation,IT,Milan,Tech,L1,M,23,Fixed-term,Hybrid,1.0,32000,32500,0.985,6,6,4,58
E02089,2025-02-28,,,,IT,Milan,Operations,L2,F,34,Permanent,Remote,1.0,31450,30900,1.018,16,10,3,67
E02090,2023-02-21,,,,IT,Milan,Sales,L2,M,31,Fixed-term,Onsite,1.0,35850,34100,1.051,40,29,3,57
E02091,2021-04-23,,,,PL,Krakow,Operations,L2,F,38,Permanent,Hybrid,1.0,24900,24900,1.0,62,25,3,56
E02092,2022-08-18,2026-06-02,Voluntary,Compensation,IT,Milan,Finance,L4,F,38,Permanent,Hybrid,1.0,62050,60100,1.032,46,17,3,73
E02093,2025-10-08,,,,ES,Barcelona,Sales,L1,M,36,Permanent,Remote,1.0,23900,26200,0.912,8,8,3,57
E02094,2022-11-07,,,,PL,Krakow,Operations,L1,M,33,Permanent,Onsite,1.0,16500,20000,0.825,43,25,4,48
E02095,2026-02-09,,,,IT,Milan,Sales,L3,F,33,Fixed-term,Remote,1.0,34450,43700,0.788,4,4,3,50
E02096,2020-02-22,,,,IT,Milan,Finance,L2,F,34,Permanent,Hybrid,0.8,43400,35800,1.212,76,30,3,50
E02097,2024-07-09,,,,IT,Milan,Customer Service,L1,F,43,Permanent,Remote,1.0,19750,23400,0.844,23,19,5,39
E02098,2023-11-23,,,,IT,Milan,Sales,L3,F,20,Permanent,Onsite,1.0,45900,43700,1.05,31,11,4,62
E02099,2025-11-22,,,,PL,Krakow,Finance,L1,F,22,Fixed-term,Hybrid,1.0,22500,23100,0.974,7,7,3,55
E02100,2026-04-15,,,,IT,Milan,Customer Service,L3,F,31,Fixed-term,Hybrid,1.0,30600,37400,0.818,2,2,3,40
E02101,2025-06-03,2025-08-04,Voluntary,Compensation,PL,Krakow,Sales,L1,F,50,Permanent,Hybrid,1.0,17300,22000,0.786,2,2,3,47
E02102,2023-10-23,,,,DE,Munich,HR,L2,F,24,Permanent,Hybrid,1.0,52200,47500,1.099,32,16,3,61
E02103,2017-04-04,,,,DE,Munich,Operations,L2,M,32,Permanent,Hybrid,1.0,44050,45100,0.977,110,25,4,62
E02104,2024-09-02,,,,IT,Milan,Operations,L1,F,26,Permanent,Hybrid,1.0,22150,24700,0.897,21,21,5,46
E02105,2019-07-30,,,,IT,Milan,Finance,L4,M,32,Fixed-term,Hybrid,1.0,62500,60100,1.04,83,18,4,81
E02106,2024-12-26,,,,IT,Milan,Operations,L3,M,31,Permanent,Hybrid,1.0,34350,39500,0.87,18,14,2,55
E02107,2024-06-22,,,,ES,Barcelona,Finance,L3,M,21,Permanent,Onsite,1.0,44950,44000,1.022,24,24,3,68
E02108,2026-06-16,,,,IT,Milan,Sales,L4,F,26,Permanent,Hybrid,1.0,42050,57300,0.734,0,0,4,65
E02109,2021-04-23,2025-12-10,Voluntary,Work-life balance,ES,Barcelona,Customer Service,L2,F,27,Permanent,Hybrid,1.0,28950,28100,1.03,56,21,3,53
E02110,2022-02-06,,,,ES,Barcelona,Operations,L2,F,28,Permanent,Remote,1.0,32600,29700,1.098,52,12,4,59
E02111,2023-07-16,,,,PL,Krakow,Tech,L3,M,33,Permanent,Hybrid,1.0,48800,42000,1.162,35,21,3,68
E02112,2025-03-13,,,,DE,Munich,Customer Service,L6,M,32,Permanent,Remote,1.0,119700,136800,0.875,15,11,4,54
E02113,2025-05-19,2026-03-23,Voluntary,Compensation,PL,Krakow,Sales,L3,F,35,Permanent,Remote,1.0,30450,35300,0.863,10,10,3,47
E02114,2025-06-12,2025-11-14,Voluntary,Compensation,PL,Krakow,Tech,L1,F,23,Permanent,Remote,1.0,22100,26200,0.844,5,5,5,48
E02115,2020-04-30,,,,PL,Krakow,Sales,L2,M,32,Permanent,Hybrid,0.8,27250,27600,0.987,74,74,3,67
E02116,2025-10-24,,,,IT,Milan,Customer Service,L2,F,42,Permanent,Onsite,1.0,27750,29200,0.95,8,8,1,63
E02117,2025-11-26,,,,ES,Barcelona,Operations,L2,F,25,Permanent,Hybrid,1.0,23050,29700,0.776,7,7,3,48
E02118,2024-01-01,,,,IT,Milan,HR,L1,F,32,Permanent,Remote,1.0,31000,26000,1.192,29,29,4,66
E02119,2025-09-23,2025-12-09,Voluntary,Work-life balance,PL,Krakow,Customer Service,L4,M,32,Fixed-term,Hybrid,0.8,35000,39700,0.882,3,3,3,53
E02120,2019-06-24,,,,ES,Barcelona,Customer Service,L4,M,55,Permanent,Hybrid,1.0,44100,47200,0.934,84,84,3,39
E02121,2018-03-14,,,,PL,Krakow,Tech,L2,M,41,Permanent,Hybrid,1.0,32900,32800,1.003,99,34,4,61
E02122,2021-09-09,2026-05-17,Voluntary,Manager / leadership,IT,Milan,HR,L4,M,35,Permanent,Hybrid,1.0,46600,54600,0.853,56,56,5,36
E02123,2024-03-23,2026-06-12,Voluntary,Work-life balance,IT,Milan,Tech,L3,F,25,Permanent,Hybrid,1.0,42600,52000,0.819,27,27,3,39
E02124,2014-11-11,,,,ES,Barcelona,Customer Service,L3,F,48,Permanent,Onsite,1.0,40350,36000,1.121,139,139,3,69
E02125,2022-03-01,,,,ES,Barcelona,Customer Service,L2,F,38,Permanent,Hybrid,1.0,29200,28100,1.039,51,42,3,46
E02126,2019-03-27,2026-03-16,Voluntary,Career progression,PL,Krakow,Customer Service,L3,F,44,Fixed-term,Onsite,1.0,26250,30200,0.869,84,15,2,37
E02127,2024-05-11,,,,PL,Krakow,Tech,L2,F,22,Permanent,Hybrid,1.0,30100,32800,0.918,25,25,3,40
E02128,2016-09-20,,,,IT,Milan,Customer Service,L2,M,39,Permanent,Hybrid,1.0,34350,29200,1.176,117,117,3,69
E02129,2025-03-15,,,,IT,Milan,Customer Service,L3,M,32,Fixed-term,Hybrid,1.0,39450,37400,1.055,15,12,2,61
E02130,2023-04-21,,,,PL,Krakow,Tech,L4,M,39,Permanent,Hybrid,1.0,51950,55100,0.943,38,38,5,66
E02131,2016-12-11,,,,DE,Munich,Tech,L4,F,42,Permanent,Hybrid,1.0,98250,99800,0.984,114,13,4,74
E02132,2025-05-11,,,,IT,Milan,Operations,L2,M,26,Permanent,Hybrid,0.8,30050,30900,0.972,13,13,5,70
E02133,2024-10-11,,,,PL,Krakow,HR,L2,F,35,Permanent,Hybrid,1.0,23350,26200,0.891,20,6,3,45
E02134,2024-04-13,,,,PL,Krakow,Operations,L5,F,34,Permanent,Hybrid,1.0,51500,57900,0.889,26,26,3,51
E02135,2024-08-14,,,,IT,Milan,Sales,L2,M,35,Fixed-term,Onsite,1.0,32750,34100,0.96,22,8,2,62
E02136,2025-03-10,,,,PL,Krakow,Customer Service,L4,M,41,Fixed-term,Onsite,1.0,40250,39700,1.014,15,15,2,71
E02137,2015-11-06,,,,DE,Munich,Operations,L3,F,49,Permanent,Onsite,1.0,58800,57800,1.017,127,127,2,56
E02138,2024-04-10,,,,ES,Barcelona,Customer Service,L2,F,35,Permanent,Onsite,1.0,25350,28100,0.902,26,20,3,62
E02139,2017-02-12,2025-10-27,Involuntary,End of fixed-term contract,IT,Milan,Customer Service,L5,M,36,Permanent,Hybrid,1.0,68500,67900,1.009,104,6,3,69
E02140,2019-06-16,,,,PL,Krakow,Operations,L4,F,46,Permanent,Onsite,0.8,38800,41900,0.926,84,36,3,43
E02141,2025-01-13,2025-09-11,Voluntary,Compensation,DE,Munich,Finance,L2,F,26,Fixed-term,Onsite,1.0,53800,52300,1.029,8,8,3,73
E02142,2025-08-31,,,,ES,Barcelona,Sales,L2,M,34,Fixed-term,Remote,1.0,28500,32800,0.869,10,10,3,47
E02143,2020-07-23,,,,DE,Munich,Tech,L1,F,29,Permanent,Onsite,1.0,42900,47500,0.903,71,17,3,45
E02144,2025-04-14,,,,DE,Munich,HR,L2,M,21,Fixed-term,Remote,1.0,42150,47500,0.887,14,14,3,32
E02145,2026-01-07,2026-03-23,Voluntary,Work-life balance,PL,Krakow,Operations,L1,M,33,Fixed-term,Hybrid,1.0,16900,20000,0.845,2,2,4,40
E02146,2025-05-12,,,,DE,Munich,Customer Service,L2,F,26,Fixed-term,Hybrid,1.0,40800,42800,0.953,13,13,3,70
E02147,2021-01-24,,,,IT,Milan,Operations,L1,M,35,Permanent,Onsite,1.0,28400,24700,1.15,65,36,3,38
E02148,2022-01-10,,,,PL,Krakow,Operations,L3,M,26,Permanent,Hybrid,1.0,35200,31900,1.103,53,53,3,73
E02149,2024-07-05,,,,ES,Barcelona,Operations,L4,M,29,Permanent,Hybrid,1.0,51550,49900,1.033,23,4,4,82
E02150,2025-09-22,2026-04-13,Voluntary,Better external offer,IT,Milan,Tech,L4,M,30,Fixed-term,Hybrid,1.0,67950,68200,0.996,7,7,3,73
E02151,2017-07-27,,,,PL,Krakow,Customer Service,L2,F,48,Permanent,Hybrid,1.0,22850,23600,0.968,107,107,3,65
E02152,2024-05-24,,,,PL,Krakow,Operations,L5,M,33,Permanent,Onsite,0.8,67300,57900,1.162,25,20,3,62
E02153,2022-07-17,,,,IT,Milan,Operations,L4,M,21,Permanent,Onsite,1.0,46450,51900,0.895,47,47,3,43
E02154,2025-10-02,2026-06-08,Voluntary,Personal reasons,PL,Krakow,Customer Service,L1,F,31,Permanent,Hybrid,1.0,14750,18900,0.78,8,8,1,45
E02155,2024-06-08,,,,IT,Milan,Operations,L2,F,25,Permanent,Hybrid,1.0,34350,30900,1.112,24,11,3,72
E02156,2023-02-19,,,,IT,Milan,Operations,L2,M,29,Permanent,Hybrid,1.0,30400,30900,0.984,40,40,3,49
E02157,2025-07-04,,,,ES,Barcelona,Customer Service,L3,F,33,Permanent,Hybrid,1.0,36000,36000,1.0,11,11,3,81
E02158,2019-01-25,,,,ES,Barcelona,Tech,L2,M,39,Permanent,Onsite,0.8,41750,39100,1.068,89,15,3,59
E02159,2023-06-14,,,,DE,Munich,Finance,L3,M,37,Permanent,Onsite,1.0,66650,66900,0.996,36,36,3,55
E02160,2025-12-13,,,,IT,Milan,Finance,L5,M,38,Permanent,Onsite,1.0,75100,82900,0.906,6,6,3,43
E02161,2012-07-07,,,,IT,Milan,Customer Service,L2,F,47,Permanent,Hybrid,1.0,28150,29200,0.964,167,20,2,55
E02162,2016-05-11,,,,PL,Krakow,HR,L4,M,45,Permanent,Onsite,1.0,47200,44100,1.07,121,121,4,60
E02163,2024-06-01,,,,PL,Krakow,HR,L1,F,33,Permanent,Hybrid,1.0,20000,21000,0.952,24,24,3,64
E02164,2025-08-12,,,,IT,Milan,Operations,L3,M,30,Fixed-term,Onsite,1.0,46900,39500,1.187,10,10,4,75
E02165,2024-08-05,2026-04-27,Voluntary,Career progression,PL,Krakow,Customer Service,L3,F,38,Permanent,Remote,1.0,26950,30200,0.892,20,8,2,51
E02166,2019-07-30,,,,PL,Krakow,Tech,L1,F,40,Permanent,Hybrid,1.0,26900,26200,1.027,83,83,3,63
E02167,2016-05-11,,,,PL,Krakow,Customer Service,L1,F,46,Permanent,Remote,1.0,17300,18900,0.915,121,26,4,36
E02168,2022-09-04,,,,ES,Barcelona,Operations,L1,M,31,Permanent,Hybrid,1.0,25350,23800,1.065,45,45,3,70
E02169,2025-11-03,,,,ES,Barcelona,Sales,L1,F,39,Permanent,Hybrid,1.0,25550,26200,0.975,7,7,4,61
E02170,2021-12-18,,,,DE,Munich,Sales,L2,F,43,Permanent,Hybrid,1.0,49800,49900,0.998,54,54,3,76
E02171,2025-01-30,,,,ES,Barcelona,Sales,L4,M,33,Permanent,Hybrid,1.0,58000,55100,1.053,17,3,2,79
E02172,2024-11-16,,,,ES,Barcelona,Operations,L3,F,35,Permanent,Onsite,1.0,38750,38000,1.02,19,16,2,67
E02173,2019-01-06,,,,DE,Munich,Customer Service,L2,F,45,Permanent,Remote,1.0,38100,42800,0.89,89,8,3,36
E02174,2020-05-18,,,,PL,Krakow,Finance,L2,F,47,Permanent,Hybrid,1.0,29500,28900,1.021,73,14,3,74
E02175,2019-05-20,,,,PL,Krakow,HR,L1,F,49,Permanent,Onsite,1.0,24400,21000,1.162,85,29,4,46
E02176,2025-12-31,,,,DE,Munich,Customer Service,L1,F,33,Permanent,Onsite,1.0,26800,34200,0.784,6,6,3,46
E02177,2023-09-10,,,,PL,Krakow,Tech,L1,M,22,Permanent,Hybrid,1.0,26500,26200,1.011,33,19,2,81
E02178,2017-03-18,,,,ES,Barcelona,Customer Service,L3,F,31,Fixed-term,Hybrid,1.0,33500,36000,0.931,111,111,4,54
E02179,2025-04-25,,,,IT,Milan,Customer Service,L1,M,24,Permanent,Onsite,1.0,20250,23400,0.865,14,14,2,51
E02180,2023-04-04,,,,IT,Milan,Tech,L4,F,39,Permanent,Onsite,1.0,70200,68200,1.029,38,18,5,65
E02181,2024-12-14,,,,IT,Milan,Tech,L2,F,42,Permanent,Onsite,1.0,41200,40600,1.015,18,9,3,85
E02182,2024-12-26,,,,IT,Milan,Finance,L2,M,29,Permanent,Hybrid,1.0,34100,35800,0.953,18,14,5,75
E02183,2025-07-18,,,,PL,Krakow,Customer Service,L3,F,37,Fixed-term,Onsite,0.8,28050,30200,0.929,11,11,3,64
E02184,2012-07-10,,,,PL,Krakow,Customer Service,L4,M,49,Fixed-term,Onsite,1.0,37950,39700,0.956,167,167,3,75
E02185,2026-01-31,2026-04-04,Voluntary,Career progression,IT,Milan,Operations,L4,F,39,Fixed-term,Hybrid,1.0,45950,51900,0.885,3,3,2,48
E02186,2022-11-16,,,,DE,Munich,Customer Service,L3,M,30,Permanent,Onsite,1.0,55900,54700,1.022,43,43,4,52
E02187,2024-02-10,,,,DE,Munich,HR,L2,F,36,Permanent,Onsite,0.8,51450,47500,1.083,28,25,4,83
E02188,2025-11-13,,,,PL,Krakow,Sales,L1,F,28,Permanent,Hybrid,1.0,22700,22000,1.032,7,7,2,57
E02189,2024-11-02,,,,PL,Krakow,Finance,L3,M,20,Permanent,Remote,1.0,38000,37000,1.027,19,13,3,78
E02190,2026-02-22,,,,IT,Milan,HR,L2,M,32,Fixed-term,Remote,1.0,33400,32500,1.028,4,4,3,70
E02191,2025-02-28,,,,IT,Milan,Sales,L4,M,29,Permanent,Hybrid,1.0,58150,57300,1.015,16,16,4,75
E02192,2018-01-11,,,,DE,Munich,Sales,L5,M,36,Permanent,Hybrid,1.0,117000,115700,1.011,101,101,3,68
E02193,2024-12-11,,,,DE,Munich,Operations,L1,F,36,Permanent,Hybrid,1.0,34900,36100,0.967,18,13,4,93
E02194,2014-12-02,,,,DE,Munich,Sales,L4,M,44,Permanent,Hybrid,1.0,82800,83800,0.988,138,29,4,60
E02195,2025-01-03,,,,PL,Krakow,Customer Service,L2,F,29,Fixed-term,Hybrid,1.0,22350,23600,0.947,17,14,3,68
E02196,2022-01-06,,,,DE,Munich,HR,L4,F,31,Permanent,Remote,1.0,74250,79800,0.93,53,19,3,62
E02197,2026-04-25,,,,DE,Munich,Customer Service,L4,F,37,Fixed-term,Onsite,1.0,70900,71800,0.987,2,2,3,72
E02198,2023-05-01,,,,IT,Milan,Customer Service,L3,M,28,Permanent,Hybrid,0.8,37600,37400,1.005,37,6,3,61
E02199,2022-10-26,,,,IT,Milan,Tech,L3,M,35,Permanent,Onsite,1.0,60400,52000,1.162,44,22,3,58
E02200,2020-03-25,,,,PL,Krakow,Sales,L1,M,30,Permanent,Remote,1.0,23050,22000,1.048,75,14,1,65
E02201,2021-09-17,,,,PL,Krakow,Tech,L2,M,29,Permanent,Onsite,1.0,29750,32800,0.907,57,24,3,52
E02202,2023-01-04,,,,PL,Krakow,Customer Service,L5,M,24,Permanent,Hybrid,1.0,59400,54800,1.084,41,41,4,45
E02203,2018-06-15,,,,ES,Barcelona,Operations,L3,M,56,Permanent,Hybrid,1.0,39050,38000,1.028,96,96,4,74
E02204,2020-11-05,,,,ES,Barcelona,Operations,L1,M,39,Permanent,Hybrid,1.0,25400,23800,1.067,67,67,3,52
